relative_path,phase,status,translation_block_count,string_dialogue_count,source_word_estimate,count_reference_language,present_in_languages,structure_variance,source_upstream_baseline_sha,notes
code/scenes/theatre/sm1fs-t002.rpy,Phase 6,not started,322,324,2668,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t003.rpy,Phase 6,not started,190,190,1625,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t004.rpy,Phase 6,not started,259,266,1935,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t004i.rpy,Phase 6,not started,6,6,20,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t005.rpy,Phase 6,not started,98,98,932,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t006.rpy,Phase 6,not started,78,79,817,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t007-2i.rpy,Phase 6,not started,13,14,117,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t007.rpy,Phase 6,not started,187,198,1452,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t007i.rpy,Phase 6,not started,18,18,167,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t008.rpy,Phase 6,not started,156,162,1096,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t008i.rpy,Phase 6,not started,12,12,77,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl-renovation-i.rpy,Phase 6,not started,4,4,30,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl-renovation.rpy,Phase 6,not started,68,68,449,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl001.rpy,Phase 6,not started,101,101,1151,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl001i.rpy,Phase 6,not started,8,8,66,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl002.rpy,Phase 6,not started,146,147,1038,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl002i.rpy,Phase 6,not started,20,20,159,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl003.rpy,Phase 6,not started,234,235,1541,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl003i.rpy,Phase 6,not started,7,7,38,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl004.rpy,Phase 6,not started,150,159,1096,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl004i.rpy,Phase 6,not started,9,9,46,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl005.rpy,Phase 6,not started,102,105,625,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl005i.rpy,Phase 6,not started,0,0,0,french,french,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl006.rpy,Phase 6,not started,354,354,2033,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl006i.rpy,Phase 6,not started,14,14,95,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl007.rpy,Phase 6,not started,142,142,1057,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl007i.rpy,Phase 6,not started,10,10,72,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl007i_1.rpy,Phase 6,not started,10,10,72,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl007i_2.rpy,Phase 6,not started,3,3,23,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl008.rpy,Phase 6,not started,186,190,1104,chinese,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl008i.rpy,Phase 6,not started,16,17,80,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/tl/sm1cs-tl008i_rep.rpy,Phase 6,not started,1,2,5,turkish,turkish,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs-renovation.rpy,Phase 6,not started,117,118,1031,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs001.rpy,Phase 6,not started,88,90,895,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs002.rpy,Phase 6,not started,161,172,1789,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs002i.rpy,Phase 6,not started,23,24,276,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs003.rpy,Phase 6,not started,263,266,1834,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs004.rpy,Phase 6,not started,122,129,1197,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs005.rpy,Phase 6,not started,300,304,1886,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/vs/sm1cs-vs005i.rpy,Phase 6,not started,14,15,88,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
common.rpy,Phase 2,not started,2,351,1382,portuguese,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
