relative_path,reference_language,translation_block_count,string_dialogue_count,source_fingerprint_sha256
code/scenes/movies/movie02/sm1mv02s04.rpy,italian,209,213,cb24f29f3b024323b88220a528c8a9bd80d36a0a1d64f51fe4d7e61610d1154b
code/scenes/movies/movie02/sm1mv02s04i.rpy,deutsch,6,6,722f4c2a5b47bfe97a9e05f79f41daf842f1f94d855adb53e30ced4cf7c9c7ba
code/scenes/movies/movie02/sm1mv02s05.rpy,deutsch,399,405,315b9ac7c3ec8661d6b165c34adfcd2aca71cccfea403077c49ee7dd5cb346ca
code/scenes/movies/movie02/sm1mv02s05_1i.rpy,deutsch,8,8,42287229b7633c5b9fd9c9da9456bc70a331439d18f480a07eb18b1c879e5cca
code/scenes/movies/movie02/sm1mv02s05i.rpy,deutsch,11,11,37fbd981bd3bea14f660dfe64f9b6bb2786bc309e70bb04d08730b51f17e4e40
code/scenes/movies/movie02/sm1mv02s06.rpy,deutsch,209,209,62c1f895bdeeacc83303443b6911056e21b7fb2e2f1175ccb00660f95ea0f391
code/scenes/movies/movie02/sm1mv02s06i.rpy,deutsch,4,4,9a0bf7f0a11ec1701c65fd417503c561685f2b9caf0d78952a1d98fb391d44b2
code/scenes/movies/movie02/sm1mv02s07a.rpy,deutsch,243,247,040e4ee7d1b05e9484aab2592fa43f60d34f26afe3fc7ef8d81e1710251c1a18
code/scenes/movies/movie02/sm1mv02s07a_1i.rpy,deutsch,13,13,ac385dbf4116d1d496a8f29d8ee826d93025cd5dc145900525a6334bf69d3733
code/scenes/movies/movie02/sm1mv02s07a_2i.rpy,deutsch,24,24,68cd6bbcdeebbfee4baec3022c97de121f84c89b9ae2647d224f31b4ea981c02
code/scenes/movies/movie02/sm1mv02s07b.rpy,deutsch,264,264,23f8d01aa4321362ca251dcae9f39bbe2ea755b49d1bc4a2f2e5f9c20ef90549
code/scenes/movies/movie02/sm1mv02s07b_1i.rpy,deutsch,10,10,3d8ecb650824d3fe71ccc4ac305c01126b183c7f7a09dd1fd7828ae12334b83b
code/scenes/movies/movie02/sm1mv02s07b_2i.rpy,deutsch,6,6,e06150a49c6b3343951f546da34932fc0042e63803689e348ce3ac612ab9e0bf
code/scenes/movies/movie02/sm1mv02s08.rpy,spanish,199,200,cc1a4306ede916cfef0abe619d3afe310c8b52d283a50fcbddb72565c5c0240e
code/scenes/movies/movie02/sm1mv02s08_1i.rpy,deutsch,13,13,43a10050121b56fd3d65b1b9c96028499599c757f1b6b9aa1ecd8c2e05770ca1
code/scenes/movies/movie02/sm1mv02s08i.rpy,deutsch,13,13,163c98c4bd7271c6b20ee1c54c8998da832eed40b93a38d3b17361f12f8db80f
code/scenes/movies/movie02/sm1mv02s09.rpy,spanish,286,286,c52950f3246ea0e5f755b61fbd803b3856108dd66bdb5887e06fcf6cb4818735
code/scenes/movies/movie02/sm1mv02s09i.rpy,deutsch,3,3,a5781b82305008c75b3e8804889a8bfca1f9af6eb923894ca0b1dc3980c9e7d5
code/scenes/movies/movie02/sm1mv02s10.rpy,french,269,273,da70e7a06532c548bca95c3823843ca4daf7a69ea2c70921f1a1c0375d841598
code/scenes/movies/movie02/sm1mv02s10i.rpy,deutsch,7,7,a5c58e6c6d534ddfa07e0d120361345af44917dc647cc59bbb02d1c03669afc4
code/scenes/theatre/dvh/sm1cs-dvh001.rpy,deutsch,87,88,6cab9a2f854be8c19a0dc0cab8b2d271217224f38f60179af92cd52724939232
code/scenes/theatre/dvh/sm1cs-dvh002.rpy,deutsch,116,116,176ffc8db49290e35cf585a0bb75e122e36c5b0941c3c604886849d17a908797
code/scenes/theatre/dvh/sm1cs-dvh003.rpy,spanish,63,64,2cb73f3aed76af8060bcc2fbae7ccea7c601825bad4c2291209b7de2a6f9f246
code/scenes/theatre/km/sm1cs-km001.rpy,french,89,95,8e1bb42aecbf26fa7cdbacbdf575e360fa930f92e88bac55ae8a973e2aec24bb
code/scenes/theatre/km/sm1cs-km001i.rpy,deutsch,11,11,c32c1210915c102751d5f878ed3cf1c19180382f0b2ac58446e26eddf9637d01
code/scenes/theatre/km/sm1cs-km002.rpy,deutsch,75,80,126b7dc5a4ba525393593cd064729ef7405d0ffc7250bcfc929eb0a36d04ed85
code/scenes/theatre/km/sm1cs-km003-2.rpy,french,109,111,d52b4737946ba406ad06f43682243cf8f007d8e57cef1a78a24910a1096a1049
code/scenes/theatre/km/sm1cs-km003-2i.rpy,french,46,53,c47b3de7934c3771fb01af92339ad868c2bc9b12d9ac2e6b319e8dbca868b8fc
code/scenes/theatre/km/sm1cs-km003.rpy,deutsch,46,46,2caa56ab0c395504c5caf0e09d725b5968db341505384cd11ad634e20da1e73e
code/scenes/theatre/km/sm1cs-km004.rpy,chinese,272,278,29fd626c2fb7607cfe39365f40a48bca859a2767742eb9192612a8686bbfa01b
code/scenes/theatre/km/sm1cs-km004i.rpy,deutsch,6,6,d97396b17faafc55d931ca7780dae21e2983b89f298ebcc36cc80c8b2791e667
code/scenes/theatre/km/sm1cs-km005.rpy,french,224,226,932fa47f764d3d1d07f1386056036cc9e4119a08cbc243e72c942385bf8e8780
code/scenes/theatre/km/sm1cs-km006-1i.rpy,deutsch,11,11,63391271fd9f046f343827f6c97648756e081eb976e881912292e5e27905dcf0
code/scenes/theatre/km/sm1cs-km006-2i.rpy,deutsch,11,11,99157825e0e841ecaec4d21c0d05bce4ae5eb57d6b5a40cbd86e4b47633b199d
code/scenes/theatre/km/sm1cs-km006.rpy,spanish,570,579,16900a850c53833a65da740faf8b3d7931a904522c230b3b745bd794617f7cec
code/scenes/theatre/sm1fs-t001.rpy,deutsch,202,204,3b26e9385ec43930e3d9dc50fac50364499ad96889bc5ca0969987c20993c44d
code/scenes/theatre/sm1fs-t002.rpy,deutsch,322,324,9e56e2ae0e180f8c4019324c650a81d782ca8cfcff3b76c1550ebe1993eda198
code/scenes/theatre/sm1fs-t003.rpy,deutsch,190,190,b8fd7b43d4b77641a6639edb13d13df25851d29edbee591a52cc8a950534c7ca
code/scenes/theatre/sm1fs-t004.rpy,deutsch,259,266,f971fe37cc60fe9ce16164b08c8adc5b2e502fd6e4a1a4fca2ecddb5fc587c9f
code/scenes/theatre/sm1fs-t004i.rpy,deutsch,6,6,2a3a56da3f9e3ca8a98186db7cb71c4205cfe5bccd022e616a3e89094dd258dc
code/scenes/theatre/sm1fs-t005.rpy,deutsch,98,98,69ad18e25e2848a55bab5650f86dfdc731172d1505c787b3539ef17e2a01aa5f
code/scenes/theatre/sm1fs-t006.rpy,spanish,78,79,874f698b35fc65535131dcb884009a40ee13a4a0cc513661f7fc5dad41cd944f
code/scenes/theatre/sm1fs-t007-2i.rpy,deutsch,13,14,595a36ff2f4ea0077ad740207b22fe6a8bc7c162289120c0bb37034077e2508a
code/scenes/theatre/sm1fs-t007.rpy,deutsch,187,198,9058dc9bfab86f869fdc839ebaaffd6edb08ec4af87696f42d989e720076e486
code/scenes/theatre/sm1fs-t007i.rpy,deutsch,18,18,1d7aba0928c0f18c94154fc1c220a06da78f5730b50029d3f671fb1eb9c9e289
code/scenes/theatre/sm1fs-t008.rpy,deutsch,156,162,1f139b45a51c8586d7594fa3eee3a96c79918f4c9f35a6c8545ac86404cd4592
code/scenes/theatre/sm1fs-t008i.rpy,deutsch,12,12,521e131b5aceee957fd18ac593eb0c8cc79c7a734e1b06458e703bb4600705f1
code/scenes/theatre/tl/sm1cs-tl-renovation-i.rpy,deutsch,4,4,fafb7c8e68991e4ad88e2aa05928489b98745759d40dce06a68f9428907d612a
code/scenes/theatre/tl/sm1cs-tl-renovation.rpy,deutsch,68,68,317bcbfb4bee0ccb9c1c9f2047bbbbdb7f8d192d4492a59c70933f556cda788b
code/scenes/theatre/tl/sm1cs-tl001.rpy,deutsch,101,101,c0e5372f41643ec9400c3fbd59dd958fd19fb599196ffd66e8c56835e2780509
code/scenes/theatre/tl/sm1cs-tl001i.rpy,deutsch,8,8,bac95f56aacca3e951e717fa1de614951a7959e0db50f576685d7e4665bd1e5a
code/scenes/theatre/tl/sm1cs-tl002.rpy,deutsch,146,147,0a4c9f0e258c1da3e9cb29802eb30f7fa4dc5dbb7db92ec46144d11418b94f7c
code/scenes/theatre/tl/sm1cs-tl002i.rpy,deutsch,20,20,1d1ca71452b2e43005e253b5e5e4e5858881c1fda056814b8af19bd1380b8837
code/scenes/theatre/tl/sm1cs-tl003.rpy,deutsch,234,235,bfd55ba47b1987e6b591b9cb3740837069547f7baf95620d069696b0245ecea7
code/scenes/theatre/tl/sm1cs-tl003i.rpy,deutsch,7,7,9e553b14bc50d7b7a00210db820dfa61502f7917b2e0e27efffc66e39d73ef4b
code/scenes/theatre/tl/sm1cs-tl004.rpy,french,150,159,e75aa0911e9e0bb7dbe6fd16579bbbc5bd015bef86b98259f483f7ae12de914b
code/scenes/theatre/tl/sm1cs-tl004i.rpy,deutsch,9,9,648afe80070a474224ac6791ff4eb6dae851572d2fbc94f66fe4f0487889f630
code/scenes/theatre/tl/sm1cs-tl005.rpy,deutsch,102,105,7b1f55876efc1ed6cff1294a0f8c52e048282481cef93e25ccc49b5c003f0182
code/scenes/theatre/tl/sm1cs-tl005i.rpy,french,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
code/scenes/theatre/tl/sm1cs-tl006.rpy,spanish,354,354,f595016552e74b2a7f6959ac50ed133fbeecfc4c9810a4f53dfc89da54119e72
code/scenes/theatre/tl/sm1cs-tl006i.rpy,deutsch,14,14,f96b768676bab47c3f78aaa858ea20f730da51f1fd4b0a112c2cc84650b1733c
code/scenes/theatre/tl/sm1cs-tl007.rpy,deutsch,142,142,265be146936540a16ad4cb3caee9612d008e6c960a02fdc1ff94ce658bb79ed1
code/scenes/theatre/tl/sm1cs-tl007i.rpy,deutsch,10,10,a7ffc23d7c9ed6d5f7565e11681558b7aaaf5da9fdfeb69c2cf090722e342f8e
code/scenes/theatre/tl/sm1cs-tl007i_1.rpy,deutsch,10,10,2c84087dc76054f9ef7a4d603c763bccb16f8c0f905f1b3495cd9b5cca6dd438
code/scenes/theatre/tl/sm1cs-tl007i_2.rpy,deutsch,3,3,5388a81521887a4507b5a5bbb297a6711f6d8b20d79eb353a7eb56dcf84f150c
code/scenes/theatre/tl/sm1cs-tl008.rpy,chinese,186,190,55802a5a0f15dfb389c8d97b2cd8174febcb3df9839e88c77f4854da8c993c76
code/scenes/theatre/tl/sm1cs-tl008i.rpy,deutsch,16,17,2100884bfb41aa3abbdfbfd461e900228e8289124855cbedf065d96fe6fb7c03
code/scenes/theatre/tl/sm1cs-tl008i_rep.rpy,turkish,1,2,f9eeda0193ecfa9db491a87c4c0b17d551f97a7293618f1d09260d6e60cc7247
code/scenes/theatre/vs/sm1cs-vs-renovation.rpy,deutsch,117,118,150920755954f754a882de2d3decff4e8b95555feecfdb94660dc68da88f5ad4
code/scenes/theatre/vs/sm1cs-vs001.rpy,deutsch,88,90,9013d04831cd3205f7cf8a585e5f75b506dd3ae2a1283961db8095941a2bcc5b
code/scenes/theatre/vs/sm1cs-vs002.rpy,deutsch,161,172,0756f38267af5f9166ee2283806eb119bb036a760cb1db48e42364b776bad76d
code/scenes/theatre/vs/sm1cs-vs002i.rpy,deutsch,23,24,4b116ca1d200abf1777bdff4d560f1e0280b46714bba0c45652fe5cd7f37f97f
code/scenes/theatre/vs/sm1cs-vs003.rpy,deutsch,263,266,7d23864787352b2fb7025c99668df1f465ac2d6a66a1120f2088b425a7fe3e19
code/scenes/theatre/vs/sm1cs-vs004.rpy,deutsch,122,129,f75c169f0b8e367be94ce4aed19970212a785fcc6639f8718619ac0e93311a7a
code/scenes/theatre/vs/sm1cs-vs005.rpy,deutsch,300,304,a8258c7d8eaae2d32cf9ff2bde49c659be50a310f8b16528d3d41c4db14aaa3e
code/scenes/theatre/vs/sm1cs-vs005i.rpy,deutsch,14,15,048306c5240e0e1f3a087350fdd0f890d5ac420777eea00fad81ed441bc25e48
common.rpy,portuguese,2,351,9f7a455607ee62be0c9b4929aa38197c6cba81533483c6d113b93fe8f87ec205
